"Episode","Title","Guest","Quote","Link","Time","MP3","Spotify","Overcast"
"276","Terry Laughlin, The Master Who Changed My Life (#276)","Terry Laughlin","","https://tim.blog/2017/10/29/terry-laughlin/","","https://rss.art19.com/episodes/da471a92-6ab7-4ff8-aa05-63806a460cd3.mp3","",""
"275","Discipline Equals Freedom — Jocko Willink (#275)","Jocko Willink","","https://tim.blog/2017/10/20/discipline-equals-freedom/","","https://rss.art19.com/episodes/95fe892c-1309-421a-be21-7297b0698dd1.mp3","",""
"274","Arianna Huffington, Media Maven (#274)","Arianna Huffington","","https://tim.blog/2017/10/18/arianna-huffington/","","https://rss.art19.com/episodes/5df0860b-2537-4101-a5c0-834586573b3a.mp3","",""
"273","Lessons from Steve Jobs, Leonardo da Vinci, and Ben Franklin (#273)","Walter Isaacson","Stay hungry, stay foolish. Stay curious, stay observant.","https://tim.blog/2017/10/14/walter-isaacson/","1:18:30","https://rss.art19.com/episodes/64d6f30c-7c2c-4982-bc35-4f1d40f25190.mp3","",""
"272","Sir Richard Branson — The Billionaire Maverick of the Virgin Empire (#272)","Richard Branson","Nothing ventured, nothing gained.","https://tim.blog/2017/10/09/richard-branson/","1:14:07","https://rss.art19.com/episodes/2f74a98e-c86d-4211-8d7d-3c99464bd9c6.mp3","",""
"271","Intimacy, Emotional Baggage, Relationship Longevity, and More – Esther Perel (#271)","Esther Perel","","https://tim.blog/2017/10/08/intimacy-emotional-baggage-relationship-longevity/","","https://rss.art19.com/episodes/7f37c38e-91e0-4a1f-9905-958c6f6927d6.mp3","",""
"270","Investing Wisdom from Marc Andreessen, Peter Thiel, Reid Hoffman, Chris Sacca, and Others (#270)","Chris Sacca","","https://tim.blog/2017/10/05/investing-wisdom/","","https://rss.art19.com/episodes/9f3128b7-769e-4ae4-bb89-16988c526a85.mp3","",""
"268","Eric Ripert — Lessons in Mastery and Mindfulness (#268)","Eric Ripert","","https://tim.blog/2017/09/29/eric-ripert/","","https://rss.art19.com/episodes/f0fac20b-a76f-4e97-b013-37919a8e032e.mp3","",""
"267","Tools and Tips for Better Sleep (#267)","Tim Ferriss","","https://tim.blog/2017/09/26/tools-and-tips-better-sleep/","","https://rss.art19.com/episodes/8dd6eb73-0270-428f-85c7-8155b4999034.mp3","",""
"266","Favorite Books, Supplements, Simple Technologies, and More (#266)","Tim Ferriss","","https://tim.blog/2017/09/22/simple-technologies/","","https://rss.art19.com/episodes/e4f33f71-5fb6-4412-9118-6b8c82dfdfaa.mp3","",""
"265","Bill Burr — The Comedian’s Comedian (#265)","Bill Burr","","https://tim.blog/2017/09/17/bill-burr/","","https://rss.art19.com/episodes/57237382-d25d-4608-a5b8-63afd50fccfd.mp3","",""
"264","Ray Dalio, The Steve Jobs of Investing (#264)","Ray Dalio","","https://tim.blog/2017/09/13/ray-dalio/","","https://rss.art19.com/episodes/12871ab9-f085-4f1e-83db-7b088c4a2d92.mp3","",""
"263","Filmmaker Darren Aronofsky — Exploring Creativity, Ignoring Critics, and Making Art (#263)","Darren Aronofsky","","https://tim.blog/2017/09/09/darren-aronofsky/","","https://rss.art19.com/episodes/d1969bd1-650c-448e-b4a2-273e3d81619b.mp3","",""
"262","The CIA, The Police, and Other Adventures from Stewart Copeland (#262)","Stewart Copeland","","https://tim.blog/2017/09/06/stewart-copeland/","","https://rss.art19.com/episodes/438e7af7-6545-48d1-99a3-f21bc272f2d0.mp3","",""
"261","Mental Performance, Work-Life Balance, and the Rise to the Top – Maria Sharapova (#261)","Maria Sharapova","","https://tim.blog/2017/08/26/maria-sharapova/","","https://rss.art19.com/episodes/de88c4ee-e280-46b9-a42c-3439f5e0ffac.mp3","",""
"260","Setting Goals, Making Money, and Overcoming Tough Times — Phil Hellmuth (#260)","Phil Hellmuth","","https://tim.blog/2017/08/24/phil-hellmuth/","","https://rss.art19.com/episodes/a8c1dd41-4793-483e-a6ee-2d584fb7c020.mp3","",""
"259","Lessons from 50,000 Interviews: Larry King and Cal Fussman (#259)","Cal Fussman","Slow down!","https://tim.blog/2017/08/16/larry-king/","1:02:20","https://rss.art19.com/episodes/42d275fb-6a22-4ea5-8af5-10c333cea56c.mp3","",""
"258","From Long-Shot to $50 Billion Empire – Bill Rasmussen (#258)","Bill Rasmussen","","https://tim.blog/2017/08/09/bill-rasmussen/","","https://rss.art19.com/episodes/3e9a9abe-d2e2-4826-a991-bf68aa5132c0.mp3","",""
"257","Physical Training, Dating Strategies, and Stories from the Early Days (#257)","Tim Ferriss","","https://tim.blog/2017/08/06/physical-training-dating-strategies-and-stories-from-the-early-days/","","https://rss.art19.com/episodes/ecc36922-8d94-4bf3-91c5-e66232377e5e.mp3","",""
"256","How to Overcome Anxiety and Stress – with Adviser to Olympians, Michael Gervais (#256)","Michael Gervais","","https://tim.blog/2017/08/02/michael-gervais/","","https://rss.art19.com/episodes/eaac1d3f-6181-40d3-9434-2de9e902de90.mp3","",""
"255","How to Turn Failure into Success (#255)","Aj Jacobs","","https://tim.blog/2017/07/26/how-to-turn-failure-into-success/","","https://rss.art19.com/episodes/ba10dc89-31d7-4118-922c-79af4e1bb142.mp3","",""
"254","When to Quit – Lessons from World-Class Entrepreneurs, Investors, Authors, and More (#254)","Adam Robinson","","https://tim.blog/2017/07/23/when-to-quit/","","https://rss.art19.com/episodes/488fc1fb-693e-4b22-a608-1b4377b6fec4.mp3","",""
"253","Morning Routines and Strategies (#253)","Jamie Foxx","","https://tim.blog/2017/07/19/morning-routines-and-strategies/","","https://rss.art19.com/episodes/278e5254-e683-433f-a3a4-d08d9d12959b.mp3","",""
"252","Inside the World of SuperTraining – Mark Bell (#252)","Mark Bell","Either you’re in, or you’re in the way.","https://tim.blog/2017/07/12/inside-the-world-of-supertraining-mark-bell/","1:29:19","https://rss.art19.com/episodes/647d8b72-9739-4310-bb9b-832215e77016.mp3","",""
"251","How to Live Without Limits – Kyle Maynard (#251)","Kyle Maynard","","https://tim.blog/2017/07/09/kyle-maynard-without-limits/","","https://rss.art19.com/episodes/b2728e6e-8082-4afb-b9f1-706251cbd4c8.mp3","",""
"250","Myers-Briggs, Diet Mistakes, and Immortality (#250)","Tim Ferriss","","https://tim.blog/2017/07/05/myers-briggs-diet-mistakes-and-immortality/","","https://rss.art19.com/episodes/8698b2f3-ee5a-401c-a607-78a58d80dc45.mp3","",""
"249","How to Make a Difference and Find Your Purpose — Blake Mycoskie (#249)","Blake Mycoskie","","https://tim.blog/2017/06/28/blake-mycoskie/","","https://rss.art19.com/episodes/43cb61ae-7f09-4dd9-b6a5-ac9ffc8e00af.mp3","",""
"248","The 10 Commandments of Startup Success with Reid Hoffman (#248)","Reid Hoffman","If I’m only for myself, what am I? If I’m not for myself, who will be for me? If not now, then when?","https://tim.blog/2017/06/25/reid-hoffman-2/","1:29:25","https://rss.art19.com/episodes/09e5870b-ff69-4a17-8dea-4b15973209b3.mp3","",""
"247","Cool Tools for Travel – Tim Ferriss and Kevin Kelly (#247)","Kevin Kelly","","https://tim.blog/2017/06/20/cool-tools-for-travel/","","https://rss.art19.com/episodes/116bdbd5-74f9-429d-8635-eb976b1c9aff.mp3","",""
"246","Maximizing Strength, Improving Mindset, and Becoming the World’s Fittest Man – Jason Khalipa (#246)","Jason Khalipa","","https://tim.blog/2017/06/14/jason-khalipa/","56:24","https://rss.art19.com/episodes/38f19656-fbc7-48e4-b116-246d2cb59929.mp3","",""
"245","The Magic, Misdirection, and Mindset of David Blaine (#245)","David Blaine","","https://tim.blog/2017/06/08/david-blaine/","","https://rss.art19.com/episodes/b3c6bd1b-5e2b-4d32-8e7c-903217e73c84.mp3","",""
"244","The Quiet Master of Cryptocurrency — Nick Szabo (#244)","Nick Szabo","Trusted third parties are security holes.","https://tim.blog/2017/06/04/nick-szabo/","2:26:47","https://rss.art19.com/episodes/30e669b9-67ac-41e7-b8b0-35ab10ead247.mp3","",""
"243","How to Fear Less: Vince Vaughn (#243)","Vince Vaughn","Learn how you learn, learn yourself and accept yourself; learn who you are, and learn how to accept and love yourself.","https://tim.blog/2017/05/31/vince-vaughn/","1:37:15","https://rss.art19.com/episodes/0429c488-3e5d-43c2-b504-1fe1456ebc37.mp3","",""
"242","Phil Keoghan — The Magic of Bucket Lists and Amazing Races (#242)","Phil Keoghan","","https://tim.blog/2017/05/26/phil-keoghan/","","https://rss.art19.com/episodes/c5be9004-c63d-4b29-9c79-d9fa6ae542b9.mp3","",""
"241","The Relationship Episode: Sex, Love, Polyamory, Marriage, and More (with Esther Perel) (#241)","Esther Perel","Do your part.","https://tim.blog/2017/05/21/esther-perel/","1:55:05","https://rss.art19.com/episodes/e4cf219a-1a1f-4f4d-98b2-b68ef2e87e1e.mp3","",""
"240","Accelerated Learning and Mentors – My Personal Story (#240)","Charles Best","","https://tim.blog/2017/05/17/meta-learning/","","https://rss.art19.com/episodes/c2ced895-4da1-43f5-9f0a-36cfd1779f23.mp3","",""
"239","How to Reverse Aging with Art De Vany (#239)","Art De Vany","Freedom counts.","https://tim.blog/2017/05/12/art-de-vany/","1:49:51","https://rss.art19.com/episodes/0159d1dc-f271-4ae7-b276-cc91ac4145a1.mp3","",""
"238","The Savant of Speed — Ryan Flaherty (#238)","Ryan Flaherty","","https://tim.blog/2017/05/07/ryan-flaherty/","","https://rss.art19.com/episodes/147b1d5b-454b-4db0-97f4-0b095f194300.mp3","",""
"237","Exploring Smart Drugs, Fasting, and Fat Loss — Dr. Rhonda Patrick (#237)","Rhonda Patrick","","https://tim.blog/2017/05/04/smart-drugs-fasting-and-fat-loss/","","https://rss.art19.com/episodes/95309876-a111-430b-91a8-808a7a6ca0ac.mp3","",""
"236","The Alien of Extraordinary Ability (#236)","Murray Carter","Stick to the plan.","https://tim.blog/2017/04/26/murray-carter/","1:32:05","https://rss.art19.com/episodes/dddfa59e-a992-460c-bf35-c1831b0ab777.mp3","",""
"235","Dorian Yates on High Intensity Training, Injury Prevention, and Building Maximum Muscle (#235)","Dorian Yates","We are one.","https://tim.blog/2017/04/22/dorian-yates/","1:39:44","https://rss.art19.com/episodes/0281a4a7-229f-439c-8d9c-59949eeab57c.mp3","",""
"234","Marie Kondo — The Japanese Tidying Master (#234)","Marie Kondo","Love the things you own.","https://tim.blog/2017/04/16/marie-kondo/","53:57","https://rss.art19.com/episodes/b0b9e8db-7b1b-4e0c-9ed5-bf2c202a707e.mp3","",""
"233","Cory Booker — Street Fights, 10-Day Hunger Strikes, and Creative Problem-Solving (#233)","Cory Booker","","https://tim.blog/2017/04/11/cory-booker/","","https://rss.art19.com/episodes/65c0d4ff-6af1-4f08-90f2-3644f8561494.mp3","",""
"232","The Tim Ferriss Radio Hour: How to Control Stress, Upgrade Your Nutrition, and Build the Mindset of a Gladiator (#232)","Arnold Schwarzenegger","","https://tim.blog/2017/04/06/the-tim-ferriss-radio-hour-control-stress-upgrade-nutrition-mindset-of-a-gladiator/","","https://rss.art19.com/episodes/50b6579e-f192-483c-b7d3-c0928ff1131d.mp3","",""
"231","How to Be Creative Like a Motherf*cker — Cheryl Strayed (#231)","Cheryl Strayed","","https://tim.blog/2017/03/30/cheryl-strayed/","","https://rss.art19.com/episodes/4044eed1-cbe1-4a85-a237-e827c9457b26.mp3","",""
"230","The Secrets, Tactics, and Creative Processes of High Performers and Achievers — Debbie Millman (#230)","Debbie Millman","Yes.","https://tim.blog/2017/03/25/the-secrets-tactics-and-creative-processes-of-high-performers-and-achievers-debbie-millman/","39:26","https://rss.art19.com/episodes/54393d19-17e5-4634-a74c-1e5f58db4da1.mp3","",""
"229","Ricardo Semler — The Seven-Day Weekend and How to Break the Rules (#229)","Ricardo Semler","Now!","https://tim.blog/2017/03/19/ricardo-semler/","2:02:28","https://rss.art19.com/episodes/4ba6ab4b-40e8-434b-988a-400d9ebb1cd2.mp3","",""
"228","The Lion of Olympic Weightlifting, 62-Year-Old Jerzy Gregorek (Also Featuring: Naval Ravikant) (#228)","Jerzy Gregorek","","https://tim.blog/2017/03/16/jerzy-gregorek/","","https://rss.art19.com/episodes/b31fc779-ac0b-46fd-901c-4a5c8113abaa.mp3","",""
"227","Conquering Fear and Reducing Anxiety – Caroline Paul (#227)","Caroline Paul","","https://tim.blog/2017/03/12/conquering-fear-and-reducing-anxiety-caroline-paul/","","https://rss.art19.com/episodes/0bc0c7e6-42ef-49a9-a02b-30dde91691a1.mp3","",""
"226","How to Not Be Evil – Dr. Phil Zimbardo (#226)","Phillip Zimbardo","","https://tim.blog/2017/03/08/how-to-not-be-evil-dr-phil-zimbardo/","","https://rss.art19.com/episodes/5205a98c-d863-44e5-b575-0b23a489a099.mp3","",""
"225","John Crowley — The Real-Life Captain America and Bruce Banner (Seriously) (#225)","Amicus Therapeutics","It’s bigger than you.","https://tim.blog/2017/02/28/john-crowley/","1:56:58","https://rss.art19.com/episodes/210e3822-2bc9-450b-bccc-c2a535a06eb8.mp3","",""
"224","The Random Show – Drinking Urine, Exploring Japan, and Figuring Out Life (#224)","Kevin Rose","","https://tim.blog/2017/02/26/the-random-show-drinking-urine-exploring-japan-and-figuring-out-life/","","https://rss.art19.com/episodes/d8b85802-139e-4cf9-b928-eee8f59a2420.mp3","",""
"223","Calming Philosophies for Chaotic Times — Krista Tippett (#223)","Krista Tippett","Anger is what fear and pain look like when they show themselves in public.","https://tim.blog/2017/02/21/krista-tippett/","1:43:47","https://rss.art19.com/episodes/68c6ab9c-ba45-4e4a-bf01-23d6cbfcd070.mp3","",""
"222","Jerrod Carmichael – Uber-Productivity and Dangerous Comedy (#222)","Jerrod Carmichael","Don’t listen to anybody.","https://tim.blog/2017/02/18/jerrod-carmichael-uber-productivity-and-dangerous-comedy/","1:17:14","https://rss.art19.com/episodes/9403dea1-40de-42e9-a842-c6315f1fe0b2.mp3","",""
"221","Mr. Money Mustache — Living Beautifully on $25-27K Per Year (#221)","Mr Money Mustache","Just walk.","https://tim.blog/2017/02/13/mr-money-mustache/","1:34:45","https://rss.art19.com/episodes/e4fd3bff-e813-4902-a9b7-aaeba1e86db9.mp3","",""
"220","Soman Chainani — The School for Good and Evil (#220)","Soman Chainani","Look at the stars","https://tim.blog/2017/02/08/soman-chainani-the-school-for-good-and-evil/","1:49:51","https://rss.art19.com/episodes/97f49b4c-91a4-44e6-a4e4-67e6745e5486.mp3","",""
"219","Lessons from Warren Buffett, Bobby Fischer, and Other Outliers (#219)","Adam Robinson","","https://tim.blog/2017/02/02/lessons-from-warren-buffett-bobby-fischer-and-other-outliers/","","https://rss.art19.com/episodes/01368370-58a0-4da5-a329-b6dfb411cb7b.mp3","",""
"218","The Most Feared and Well-Liked Journalist in Silicon Valley – Kara Swisher (#218)","Kara Swisher","Stop.","https://tim.blog/2017/01/26/kara-swisher/","1:19:57","https://rss.art19.com/episodes/c56aa13c-13b2-4a55-89d6-433240f3ee73.mp3","",""
"217","The One-Minute Workout Designed by Scientists — Dr. Martin Gibala (#217)","Dr Martin Gibala","Life is an interval workout","https://tim.blog/2017/01/23/the-one-minute-workout-designed-by-scientists-dr-martin-gibala/","1:27:26","https://rss.art19.com/episodes/68b98073-db45-4432-a40c-7c510148f93a.mp3","",""
"216","Arnold Schwarzenegger Part 2! Bodybuilding, Investing, and Online Battles (#216)","Arnold Schwarzenegger","","https://tim.blog/2017/01/18/arnold-schwarzenegger-part-2-bodybuilding-investing-and-online-battles/","","https://rss.art19.com/episodes/363a1fe5-6485-4138-ac31-7f84ca955ee0.mp3","",""
"215","The Return of the Money Shot (#215)","Whitney Cummings","Finish.","https://tim.blog/2017/01/16/the-return-of-the-money-shot/","1:45:37","https://rss.art19.com/episodes/05053fc0-d28f-42ef-97b1-c7a3c13d8d00.mp3","",""
"214","How to Design a Life – Debbie Millman (#214)","Debbie Millman","","https://tim.blog/2017/01/12/how-to-design-a-life-debbie-millman/","","https://rss.art19.com/episodes/a125690b-22e8-4d37-ae6a-f136c1df2cc0.mp3","",""
"213","Fasting vs. Slow-Carb Diet, Top $150 Purchases, Balancing Productivity and Relaxation, and More (#213)","Tim Ferriss","","https://tim.blog/2017/01/04/fasting-vs-slow-carb-diet-top-150-purchases-balancing-productivity-and-relaxation-and-more/","","https://rss.art19.com/episodes/a939b515-4054-4cdb-8584-62d8c50fc280.mp3","",""
"212","What I Learned in 2016 (#212)","Tim Ferriss","","https://tim.blog/2016/12/29/2016-what-ive-learned/","","https://rss.art19.com/episodes/444abfd2-3d87-4a15-ac5c-cc3930b2f66d.mp3","",""
"211","A.J. Jacobs: Self-Experimenter Extraordinaire (#211)","Aj Jacobs","Life is too complicated, and subtle, and filled with grays to be summed up on a billboard so don’t pay attention to billboards.","https://tim.blog/2016/12/26/a-j-jacobs-self-experimenter-extraordinaire/","2:00:30","https://rss.art19.com/episodes/30f9ac28-33fa-4d51-88fd-bc493f10626a.mp3","",""
"210","Becoming the Best Version of You (#210)","Adam Robinson","","https://tim.blog/2016/12/20/becoming-the-best-version-of-you/","","https://rss.art19.com/episodes/af891dbf-46f4-45f0-94b6-3bfd187db8e2.mp3","",""
"209","The Random Show Threesome — Tim Ferriss, Kevin Rose, and Matt Mullenweg (#209)","Kevin Rose","","https://tim.blog/2016/12/16/the-random-show-threesome-tim-ferriss-kevin-rose-and-matt-mullenweg/","","https://rss.art19.com/episodes/05627af8-b4c0-4dad-a9e6-7c0b645f95d7.mp3","",""
"208","Ezra Klein — From College Blogger to Political Powerhouse (#208)","Ezra Klein","You’re almost there.","https://tim.blog/2016/12/13/ezra-klein/","1:34:14","https://rss.art19.com/episodes/84ada1a3-4b0c-44b0-b1f3-a70981a5976d.mp3","",""
"207","Tools of Titans: Brené Brown Distilled and Other Goodies (#207)","Brene Brown","","https://tim.blog/2016/12/10/tools-of-titans-brene-brown-distilled-and-other-goodies/","","https://rss.art19.com/episodes/82202b02-3896-4abd-a99d-728f675a34db.mp3","",""
"206","Testing The “Impossible”: 17 Questions That Changed My Life (#206)","","","https://tim.blog/2016/12/07/testing-the-impossible-17-questions-that-changed-my-life/","","https://rss.art19.com/episodes/f9e14c2e-34ab-4c81-852c-6fbf170b3b09.mp3","",""
"205","Mark Bittman on Changing the Food Industry and Living Dangerously (#205)","Mark Bittman","","https://tim.blog/2016/12/05/mark-bittman/","","https://rss.art19.com/episodes/e8424b3d-381b-4b77-9813-df7fbb0ce791.mp3","",""
"204","Tools of Titans: Josh Waitzkin Distilled (#204)","Josh Waitzkin","","https://tim.blog/2016/11/27/tools-of-titans-josh-waitzkin-distilled/","","https://rss.art19.com/episodes/8516b7c0-ab03-469b-9126-3f9c5d02e118.mp3","",""
"203","David Heinemeier Hansson on Digital Security, Company Culture, and the Value of Schooling (#203)","David Heinemeier Hansson","","https://tim.blog/2016/11/25/david-heinemeier-hansson-on-digital-security-company-culture-and-the-value-of-schooling/","","https://rss.art19.com/episodes/f095cc8e-5a57-4a18-b03a-9f1483e9987b.mp3","",""
"202","Tools of Titans: Derek Sivers Distilled (#202)","Derek Sivers","It won’t make you happy.","https://tim.blog/2016/11/21/tools-of-titans-derek-sivers-distilled/","22:23","https://rss.art19.com/episodes/15cdb065-d426-4a08-b18e-785cf0206766.mp3","",""
"201","The Tim Ferriss Radio Hour: Meditation, Mindset, and Mastery (#201)","","","https://tim.blog/2016/11/16/the-tim-ferriss-radio-hour-meditation-mindset-and-mastery/","","https://rss.art19.com/episodes/c5eafee8-47a6-4e8f-a36e-48c20f5dd928.mp3","",""
"200","Susan Garrett — Master Dog (and Human) Trainer (#200)","Susan Garrett","","https://tim.blog/2016/11/14/susan-garrett/","","https://rss.art19.com/episodes/264b56b8-3e45-4b38-a740-d90bb8951132.mp3","","https://overcast.fm/+BmGWrvmvg/1:02:59"
"199","Stephen Dubner — The Art of Storytelling and Facing Malcolm Gladwell in a Fist Fight (#199)","Stephen Dubner","","https://tim.blog/2016/11/09/stephen-dubner-the-art-of-storytelling/","","https://rss.art19.com/episodes/7f0c5d30-fef6-4f0c-b8b9-53cafc9ef620.mp3","",""
"198","Charles Poliquin – His Favorite Mass-Building Program, His Nighttime Routine For Better Sleep, and Much More (#198)","Charles Poliquin","","https://tim.blog/2016/11/06/charles-poliquin-mass-building-program/","","https://rss.art19.com/episodes/08f98961-ec84-4183-aea6-2d58f5289d4a.mp3","",""
"197","Drunk Dialing — Ladies Night Edition! (#197)","","","https://tim.blog/2016/11/02/drunk-dialing-ladies-night-edition/","","https://rss.art19.com/episodes/e57ee0f0-1384-498b-b12b-85548408c057.mp3","",""
"196","Meet the Machine, Dave Camarillo (#196)","Dave Camarillo","I can’t wait for Christmas.","https://tim.blog/2016/10/30/dave-camarillo/","1:49:15","https://rss.art19.com/episodes/cb05b374-ba31-4709-97dd-39de41ca8fee.mp3","",""
"195","David “DHH” Heinemeier Hansson: The Power of Being Outspoken (#195)","David Heinemeier Hansson","","https://tim.blog/2016/10/27/david-heinemeier-hansson/","","https://rss.art19.com/episodes/b4d4ea29-a5a0-4d96-bbcc-39f06fe506f3.mp3","","https://overcast.fm/+BmGV4_bTk/1:43:50"
"194","The Magic and Power of Placebo (#194)","Erik Vance","","https://tim.blog/2016/10/23/erik-vance/","","https://rss.art19.com/episodes/47b07e9e-3fa1-487b-8174-3734de690107.mp3","","https://overcast.fm/+BmGUvmB-Y/12:17"
"193","My Life Extension Pilgrimage to Easter Island (#193)","David Sabatini","Don’t smoke.","https://tim.blog/2016/10/20/my-life-extension-pilgrimage-to-easter-island/","2:12:38","https://rss.art19.com/episodes/60436d84-c78f-4c48-bdd8-88c89a5d8bde.mp3","",""
"192","The Return of Drunk Dialing (#192)","","","https://tim.blog/2016/10/12/the-return-of-drunk-dialing/","","https://rss.art19.com/episodes/af385549-63b3-4bc0-b976-31bfd2d667b3.mp3","",""
"191","The Art and Science of Learning Anything Faster (#191)","","","https://tim.blog/2016/10/06/the-art-and-science-of-learning-anything-faster/","","https://rss.art19.com/episodes/98669ece-9c34-42b9-8429-e84615c90caa.mp3","",""
"190","Matt Mullenweg: Characteristics and Practices of Successful Entrepreneurs (#190)","Matt Mullenweg","","https://tim.blog/2016/10/01/matt-mullenweg-on-the-characteristics-and-practices-of-successful-entrepreneurs/","","https://rss.art19.com/episodes/84942528-d770-428b-9b64-107ededf4e48.mp3","","https://overcast.fm/+BmGWkIxxU/32:54"
"189","Shay Carl on Wealth, Parenting, and the Future of Video (#189)","Shay Carl","","https://tim.blog/2016/09/28/shay-carl-on-wealth-parenting-and-the-future-of-video/","","https://rss.art19.com/episodes/127d9fd8-cf34-491b-8bb2-61f661e99941.mp3","","https://overcast.fm/+BmGWIL5nU/30:43"
"188","Dom D’Agostino on Disease Prevention, Cancer, and Living Longer (#188)","Dom Dagostino","","https://tim.blog/2016/09/25/dom-dagostino-on-disease-prevention-cancer-and-living-longer/","","https://rss.art19.com/episodes/2cbd2d91-ad38-4473-a6a3-8ec072398583.mp3","",""
"187","Jocko Willink on Discipline, Leadership, and Overcoming Doubt (#187)","Jocko Willink","","https://tim.blog/2016/09/21/jocko-willink-on-discipline-leadership-and-overcoming-doubt/","","https://rss.art19.com/episodes/831ec3e7-dd65-453e-8963-f0cdb45f35ae.mp3","",""
"186","Tony Robbins on How to Resolve Internal Conflict (#186)","Tony Robbins","","https://tim.blog/2016/09/18/how-to-resolve-internal-conflict/","","https://rss.art19.com/episodes/0a5742ea-65d2-43e4-856d-2a700db1ff24.mp3","",""
"185","Practicing What You Preach (#185)","","","https://tim.blog/2016/09/14/practicing-what-you-preach/","","https://rss.art19.com/episodes/a67be892-d1b3-4334-b8d7-51b9cabc832b.mp3","",""
"184","Shep Gordon – The King Maker on His Best PR Stunts, Hugest Failures, and Practical Philosophies (#184)","Shep Gordon","Help!","https://tim.blog/2016/09/07/shep-gordon/","1:05:54","https://rss.art19.com/episodes/80256838-bfd9-4be0-8c2a-fda843026969.mp3","","https://overcast.fm/+BmGWtTstM/56:09"
"183","Cal Fussman – The Master Storyteller Returns (#183)","Cal Fussman","","https://tim.blog/2016/08/31/cal-fussman-the-master-storyteller-returns/","","https://rss.art19.com/episodes/6bbe2c6d-8492-4dad-ac8c-d643d85dd4a8.mp3","","https://overcast.fm/+BmGUS3Z18/1:46:02"
"182","Jason Nemer – Inside the Magic of AcroYoga (#182)","Jason Nemer","Play more!","https://tim.blog/2016/08/24/jason-nemer/","1:50:20","https://rss.art19.com/episodes/9ae8ab8a-98f1-4cab-85d9-640f508eb9c8.mp3","",""
"181","How to ‘Waste Money’ To Improve the Quality of Your Life (#181)","","","https://tim.blog/2016/08/22/how-to-waste-money-to-improve-the-quality-of-your-life/","","https://rss.art19.com/episodes/67940719-bf8d-4fe4-8fdd-017c58117e60.mp3","",""
"180","The Secrets of Gymnastic Strength Training, Part Two — Home Equipment, Weighted Stretches, and Muscle-Ups (#180)","Chris Sommer","","https://tim.blog/2016/08/17/the-secrets-of-gymnastic-strength-training-part-two/","","https://rss.art19.com/episodes/159a9715-0b8a-4c0b-9b10-49210a7329cd.mp3","","https://overcast.fm/+BmGXDd7Yo/16:22"
"179","What’s Important to You? (#179)","Ryan Holiday","","https://tim.blog/2016/08/14/whats-important-to-you/","","https://rss.art19.com/episodes/2270eac3-d115-453d-a47b-05b01c9825c2.mp3","","https://overcast.fm/+BmGVzQ5NY/8:07"
"178","Tony Robbins – On Achievement Versus Fulfillment (#178)","Tony Robbins","","https://tim.blog/2016/08/10/tony-robbins-on-achievement-versus-fulfillment/","","https://rss.art19.com/episodes/2f8b6f36-62c9-4531-8352-e19c0a9084a8.mp3","","https://overcast.fm/+BmGUTHOEw/56:01"
"177","Seth Godin on How to Think Small to Go Big (#177)","Seth Godin","","https://tim.blog/2016/08/03/seth-godin-on-how-to-think-small-to-go-big/","","https://rss.art19.com/episodes/a215aeac-a280-4165-8b43-13d7ec8bd616.mp3","","https://overcast.fm/+BmGXwd3-o/6:27"
"176","Mike Birbiglia, The Sleepwalking Comedy Giant (#176)","Mike Birbiglia","None of these companies care about you. (In Times Square)","https://tim.blog/2016/07/27/mike-birbiglia/","1:21:18","https://rss.art19.com/episodes/6775422f-2e6a-4f00-bed1-cd798e3864e1.mp3","","https://overcast.fm/+BmGU5awWA/55:15"
"175","How to Cage the Monkey Mind (#175)","","","https://tim.blog/2016/07/24/how-to-cage-the-monkey-mind/","","https://rss.art19.com/episodes/2160ba7e-f291-490d-918c-a8715ededd42.mp3","","https://overcast.fm/+BmGUTqAtA/10:35"
"174","The One-Handed Concert Pianist, Nicholas McCarthy (#174)","Nicholas Mccarthy","Anything is possible.","https://tim.blog/2016/07/19/the-one-handed-concert-pianist-nicholas-mccarthy/","52:01","https://rss.art19.com/episodes/eac4b8ce-5f08-49c8-9765-5b82acb2ecf8.mp3","","https://overcast.fm/+BmGVn0Y6I/16:17"
"173","Lessons from Geniuses, Billionaires, and Tinkerers (#173)","Chris Young","It all worked out anyway.","https://tim.blog/2016/07/11/lessons-from-geniuses-billionaires-and-tinkerers/","2:37:15","https://rss.art19.com/episodes/39ee5814-e848-4b6b-84c3-61a74f7ff099.mp3","","https://overcast.fm/+BmGUryh4I/57:54"
"172","Dom D’Agostino — The Power of the Ketogenic Diet (#172)","Dom Dagostino","","https://tim.blog/2016/07/06/dom-dagostino-part-2/","","https://rss.art19.com/episodes/45c30f5d-8f06-4b79-9f30-f7ab12f19963.mp3","","https://overcast.fm/+BmGXc38OQ/16:21"
"171","The Random Show – New Favorite Books, Memory Training, and Bets On VR (#171)","Kevin Rose","","https://tim.blog/2016/07/03/the-random-show-new-favorite-books-memory-training-and-bets-on-vr/","","https://rss.art19.com/episodes/0507dfc4-474d-4016-9ffd-41d4490e8ad3.mp3","","https://overcast.fm/+BmGXRkmH8/1:20:24"
